replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.15625,5.596353560764664,45804813.06280441
2,1,1.3384844104219924,0.8609172676841867,25,21.74375,5.633435515129733,32049688.685085528
3,2,1.5673420794615047,0.24216107092987377,25,25.05625,5.325673006179595,50796746.74216362
4,3,0.40060196789834845,1.0446245108769725,25,21.85,7.775521862510258,42637253.827875696
5,4,1.146840186104423,0.13255032373604866,25,25.2,6.508726864036085,57172001.71347054
6,5,0.9404099994359895,0.6007277038522987,25,27.890625,9.001286167502444,96717974.13472097
7,6,0.9259539759492723,0.5056439283308706,25,24.84375,7.504339022636615,59470717.314213686
8,7,0.24976483536291105,0.9156687054618924,25,28.41875,5.568348984812883,80289090.43650372
9,8,0.8986655624347945,1.290641528889039,25,22.29375,7.105041032458339,41971658.84825067
10,9,1.3592910432132472,1.0202241064044864,25,24.9375,6.704199360289042,56988143.83339612
