disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,39.73533945474396,36237040.169148296
1,25,61.359174929119035,55957113.1683594
2,25,49.511458245549676,45152469.46161148
3,25,49.48823261319013,45131288.61392487
4,25,51.841312659514934,47277203.49297124
5,25,46.05554080863436,42000810.995842196
6,25,38.01645742633312,34669488.51451875
7,25,23.62962853025055,21549276.03444729
8,25,52.64260649844447,48007951.422321424
9,25,40.38956339369832,36833666.232517116
10,25,24.843189487636245,22655995.08514475
11,25,35.30173534316916,32193770.56355655
12,25,61.221743097623545,55831780.83530877
13,25,57.65248805844305,52576763.009777725
14,25,24.448274646734465,22295848.546835963
15,25,22.62980835035369,20637480.023188554
16,25,49.67509984759907,45301704.05701645
17,25,38.72630450238968,35316840.65399929
18,25,91.06453269826761,83047211.23951213
19,25,33.722568487054005,30753633.55745377
20,25,58.78793552081045,53612245.677558295
21,25,80.28015931068319,73212294.08497064
22,25,27.196422939945734,24802049.86431291
23,25,57.183739222223466,52149282.82109891
24,25,39.123481723549844,35679050.392608516
