disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,30,23.74967063570096,21658749.632933848
1,30,53.3641051815192,48665929.36133825
2,30,40.40126391658809,36844336.641371675
3,30,25.131301893851205,22918742.075116545
4,30,39.36008279542472,35894821.10611553
5,30,24.578637028255717,22414733.82428808
6,30,43.014891013341526,39227860.008526936
7,30,41.46060756936741,37810415.6789603
8,30,44.40482670118837,40495425.75841574
9,30,27.893121091849075,25437410.71092268
10,30,33.01791993480099,30111022.263741113
11,30,43.38982632185797,39569786.01248159
12,30,28.645411650163258,26123469.608482886
13,30,26.36384309682622,24042770.35058164
14,30,52.830801366948236,48179577.61460211
15,30,27.07906926148516,24695028.003704008
16,30,24.744114555939746,22565642.71043481
17,30,62.0948885308063,56628054.544554114
18,30,28.08074854199956,25608519.44036192
19,30,40.68514356890732,37103223.52910072
20,30,31.58996563968264,28808785.06476498
21,30,57.41475789556952,52359962.610443585
22,30,40.2692284428157,36723925.570710205
23,30,29.34740748261526,26763661.727845814
24,30,24.22290705104153,22090322.314267837
25,30,51.086927584315305,46589234.479792185
26,30,21.260922618455957,19389110.991127096
27,30,27.843010657174236,25391711.998916615
28,30,27.429657550953593,25014750.500167638
29,30,49.254302460377644,44917953.671766
