replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.8625,5.528748257215792,50213058.11029715
2,1,1.3384844104219924,0.8609172676841867,25,22.55625,6.181242890541918,38774562.54992342
3,2,1.5673420794615047,0.24216107092987377,25,26.0125,4.9382004381868025,56579221.01149596
4,3,0.40060196789834845,1.0446245108769725,25,22.7875,7.808681358417161,47957994.345476985
5,4,1.146840186104423,0.13255032373604866,25,26.09375,6.349468891831295,63457709.955981195
6,5,0.9404099994359895,0.6007277038522987,25,28.859375,9.149190253332076,109225433.72642012
7,6,0.9259539759492723,0.5056439283308706,25,25.7375,7.711920266231254,68122249.26725878
8,7,0.24976483536291105,0.9156687054618924,25,29.65625,4.710447303821934,89437049.98964009
9,8,0.8986655624347945,1.290641528889039,25,23.18125,7.310552180039709,48033114.963608176
10,9,1.3592910432132472,1.0202241064044864,25,25.69375,6.882849448917094,64147965.03412633
