disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,91.80775526226192,83725000.48897238
1,25,92.5980140729013,84445684.91392307
2,25,58.35522540677569,53217631.36196315
3,25,67.96676152771767,61982967.8428174
4,25,110.16842856050934,100469200.1100421
5,25,83.47141024453404,76122587.28660527
6,25,70.15764339011676,63980964.46605088
7,25,41.22134697212549,37592219.58469956
8,25,64.32278076330068,58659803.144899696
9,25,71.04347195473528,64788804.68384039
10,25,57.444094184278896,52386716.13229498
11,25,66.99090655816863,61093027.14478747
12,25,100.85786498351766,91978338.55036876
13,25,163.47761334135754,149085044.26278442
14,25,41.238365745973425,37607740.025697924
15,25,35.322766652214625,32212950.27615365
16,25,93.66168321682923,85415708.62641959
17,25,78.28050304745622,71388687.55915818
18,25,117.55662677968832,107206941.35800456
19,25,53.90770379586917,49161669.553680845
20,25,109.58856765114618,99940390.15513927
21,25,127.89884182209725,116638627.78807981
22,25,49.39423803866755,45045569.32174326
23,25,108.39072001139142,98848001.02158852
24,25,101.06716585875041,92169212.57654603
