replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,22.84375,5.670569179342435,38393790.752842404
2,1,1.3384844104219924,0.8609172676841867,25,20.5875,5.257504866557424,25600745.143787317
3,2,1.5673420794615047,0.24216107092987377,25,23.64375,5.846464944199187,43380403.50072648
4,3,0.40060196789834845,1.0446245108769725,25,20.275,7.6464488711127645,34197356.83628918
5,4,1.146840186104423,0.13255032373604866,25,23.81875,6.691301732862473,48220939.2830918
6,5,0.9404099994359895,0.6007277038522987,25,26.3,8.756823975953457,78742938.14511228
7,6,0.9259539759492723,0.5056439283308706,25,23.3125,7.226879216032671,47309187.416256964
8,7,0.24976483536291105,0.9156687054618924,25,26.19375,6.7554231686475426,66265677.54524653
9,8,0.8986655624347945,1.290641528889039,25,20.74375,6.770524832715457,32759955.821250807
10,9,1.3592910432132472,1.0202241064044864,25,23.61875,6.443880838471229,46752659.526783824
