disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,15,0.005158283367135636,4704.148099493014
1,15,0.013202746059962137,12040.376296843071
2,15,0.0024020608825278027,2190.583442430055
3,15,0.012385962735305012,11295.502576088758
4,15,0.010202100691481086,9303.907746603092
5,15,0.02504725405685438,22842.093809688922
6,15,0.17432664683886104,158978.9288511677
7,15,0.003763745300014326,3432.3851638010647
8,15,0.8123870832027116,740864.5243975448
9,15,0.009276540161142384,8459.833565355408
10,15,0.0036995145937198967,3373.809328888797
11,15,0.0017515463781178336,1597.3402349883395
12,15,0.036012631206755456,32842.079155312706
13,15,0.04586776541078768,41829.56734402193
14,15,0.1347513470543455,122887.83845968092
