disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,42.982192790432634,39198040.537162945
1,25,55.214652580043236,50353554.56689623
2,25,48.753915428158635,44461620.71386355
3,25,51.02829447083573,46535763.42562336
4,25,53.368144299763195,48669612.87561204
5,25,48.02676515657909,43798488.75219387
6,25,35.88291006233771,32723778.660449497
7,25,23.251808773773906,21204719.52933085
8,25,54.49804410415567,49700036.301225804
9,25,36.057963279284735,32883420.192176506
10,25,24.327188031489015,22185422.39719672
11,25,32.654910741876755,29779972.400161926
12,25,62.07300742301281,56608099.84949076
13,25,65.19712700465587,59457171.943165965
14,25,26.155690746771164,23852943.73342543
15,25,18.783211910171403,17129537.93359991
16,25,56.13692984007198,51194634.53695204
17,25,39.838187270965186,36330833.263629414
18,25,98.20102456949095,89555406.36639297
19,25,43.349958525150335,39533428.1765961
20,25,57.419808425100555,52364568.491354704
21,25,72.53802954817628,66151781.42675484
22,25,28.097148089105723,25623475.171340853
23,25,53.976826527165755,49224706.71971408
24,25,41.675062862464145,38005990.328052804
