replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.4625,5.570131702886386,47874063.4585015
2,1,1.3384844104219924,0.8609172676841867,25,22.03125,5.816684761492867,34174459.1721752
3,2,1.5673420794615047,0.24216107092987377,25,25.4625,5.187421560651946,53317616.213049084
4,3,0.40060196789834845,1.0446245108769725,25,22.21875,7.803510453034903,44777463.64036159
5,4,1.146840186104423,0.13255032373604866,25,25.55625,6.447100446453946,59777854.1675111
6,5,0.9404099994359895,0.6007277038522987,25,28.29375,9.063950135415114,101759417.35927959
7,6,0.9259539759492723,0.5056439283308706,25,25.19375,7.573328593794365,62922350.36620179
8,7,0.24976483536291105,0.9156687054618924,25,28.9375,5.225817008990875,84075226.48829283
9,8,0.8986655624347945,1.290641528889039,25,22.6625,7.174818976374944,44130050.0738353
10,9,1.3592910432132472,1.0202241064044864,25,25.26875,6.813993051220653,60145869.69162544
