replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.85,2.512290751029493,64506133.797031246
2,1,1.3384844104219924,0.8609172676841867,25,31.63125,4.398439812758421,112883573.27354756
3,2,1.5673420794615047,0.24216107092987377,25,27.50625,2.471138744123513,61338325.817966096
4,3,0.40060196789834845,1.0446245108769725,25,28.69375,3.8254348540939325,76372060.9053844
5,4,1.146840186104423,0.13255032373604866,25,29.41875,2.862873542766952,80576119.88172266
6,5,0.9404099994359895,0.6007277038522987,25,35.790625,4.90843900211666,182205731.90137312
7,6,0.9259539759492723,0.5056439283308706,25,33.90625,4.8536105949377175,149849045.11771536
8,7,0.24976483536291105,0.9156687054618924,25,29.75,2.08609842544042,82211739.62320115
9,8,0.8986655624347945,1.290641528889039,25,31.325,4.438737723511607,109594854.33165194
10,9,1.3592910432132472,1.0202241064044864,25,31.56875,2.966172126383318,106325916.51899973
