replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,23.63125,5.634988238489648,42822450.72070516
2,1,1.3384844104219924,0.8609172676841867,25,21.25,5.43684891935347,28881831.012157388
3,2,1.5673420794615047,0.24216107092987377,25,24.43125,5.563516702496572,47387871.28467167
4,3,0.40060196789834845,1.0446245108769725,25,21.26875,7.803812878504221,39793887.56881941
5,4,1.146840186104423,0.13255032373604866,25,24.64375,6.5893424249882475,53412916.356378995
6,5,0.9404099994359895,0.6007277038522987,25,27.25625,8.913680197396491,89488495.26033303
7,6,0.9259539759492723,0.5056439283308706,25,24.2375,7.376826000995166,54491333.67241574
8,7,0.24976483536291105,0.9156687054618924,25,27.5875,6.074200746891863,74970584.94715562
9,8,0.8986655624347945,1.290641528889039,25,21.6875,6.959266950216453,38042247.82898048
10,9,1.3592910432132472,1.0202241064044864,25,24.39375,6.5922441013411115,52631965.82996263
