disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.4893972822427902,446310.745514135
1,25,1.2873320196964841,1173995.3086824056
2,25,0.657149736427775,599294.2736326737
3,25,1.0824190194909338,987122.849014952
4,25,8.754281473094913,7983554.532203637
5,25,0.6143729295642706,560283.5368454322
6,25,3.114089451810152,2839925.016472786
7,25,1.025603368766533,935309.2481803274
8,25,0.44526643028239293,406065.17376033106
9,25,0.7421163971007645,676780.4695000132
10,25,1.1751527991076443,1071692.3466742074
11,25,1.0157855611083009,926355.800308326
12,25,1.900417334297991,1733104.592186396
13,25,1.746819527433391,1593029.5362381553
14,25,0.6922884141178058,631339.3421388742
15,25,1.4023961983541495,1278929.2370510502
16,25,3.162404830126648,2883986.708882298
17,25,4.854213782918122,4426848.801470011
18,25,0.5335826327771211,486606.0177874234
19,25,0.7418236536903817,676513.4992194806
20,25,5.04715658265971,4602804.917122349
21,25,1.9598467247255928,1787301.8190807516
22,25,0.809238628091942,737993.2592747274
23,25,2.8367397814640976,2586993.2111039986
24,25,1.3592632276195435,1239593.693059919
