replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.05625,3.936001285542431,61304567.24539193
2,1,1.3384844104219924,0.8609172676841867,25,27.33125,5.96892724431423,72451236.12716314
3,2,1.5673420794615047,0.24216107092987377,25,27.85,2.8592326922693205,65265467.74619179
4,3,0.40060196789834845,1.0446245108769725,25,27.325,6.373665863257842,74368590.16843335
5,4,1.146840186104423,0.13255032373604866,25,28.6875,3.9784985259307732,76545083.55693099
6,5,0.9404099994359895,0.6007277038522987,25,33.4,7.18261977661833,155621281.02124888
7,6,0.9259539759492723,0.5056439283308706,25,30.7,6.8662823517048395,114724737.97754768
8,7,0.24976483536291105,0.9156687054618924,25,31.05625,2.3137313726064512,98024499.5840463
9,8,0.8986655624347945,1.290641528889039,25,27.6375,6.377973673282396,78316692.79819964
10,9,1.3592910432132472,1.0202241064044864,25,29.30625,4.930358099528201,87357950.47336763
