disc_index,point_index,theta_rad,phi_rad,theta_prime_rad,s_m,radial_distance_m,capture_velocity_m_per_s,velocity_resolution_m_per_s,trapped_velocity_lower_m_per_s,untrapped_velocity_upper_m_per_s,lower_classification,upper_classification,lower_entered_trap_core,upper_entered_trap_core,lower_core_entry_count,upper_core_entry_count,x0_m,y0_m,z0_m,vx_hat,vy_hat,vz_hat
0,0,2.081126167973928,2.094754810115193,1.2615928672388128,0.013343560558699065,0.015,10.78125,0.15625,10.78125,10.9375,bounded_core_residence,escaped,True,False,1,0,-0.006957855840346926,0.00392552069211128,-0.018418174116465118,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,1,2.081126167973928,2.094754810115193,4.2634293894757,0.008948127267715981,0.015,15.78125,0.15625,15.78125,15.9375,bounded_core_residence,escaped,True,False,1,0,-0.005155805323893795,0.01668535107989448,-0.00029276680483757925,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,2,2.081126167973928,2.094754810115193,4.470433678614027,0.0075955714617847074,0.015,30.0,0.15625,30.0,30.15625,bounded_core_residence,escaped,True,False,1,0,-0.00677486361136871,0.015362219661285143,-0.0008922645105878587,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,3,2.081126167973928,2.094754810115193,4.75805486689437,0.009608719430362568,0.015,23.90625,0.15625,23.90625,24.0625,bounded_core_residence,escaped,True,False,1,0,-0.00927402154339085,0.015173010837410955,0.0010486923438069347,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,4,2.081126167973928,2.094754810115193,2.763288973193147,0.010626535937500289,0.015,13.28125,0.15625,13.28125,13.4375,bounded_core_residence,escaped,True,False,1,0,0.00296108439812838,0.014613533349985212,-0.010751738847601153,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,5,2.081126167973928,2.094754810115193,0.805721399882678,0.014639031398470734,0.015,10.9375,0.15625,10.9375,11.09375,bounded_core_residence,escaped,True,False,1,0,-0.012746541231683037,0.001794228647262832,-0.01654109036538274,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,6,2.081126167973928,2.094754810115193,3.6362119485740494,0.004098144100053861,0.015,39.6875,0.15625,39.6875,39.84375,bounded_core_residence,escaped,True,False,1,0,-0.003900785718488636,0.013960217618141275,-0.005629474211449884,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,7,2.081126167973928,2.094754810115193,4.296667495562236,0.010791975634339864,0.015,15.46875,0.15625,15.46875,15.625,bounded_core_residence,escaped,True,False,1,0,-0.0051875577330756616,0.017688907549306895,0.0012878402735843706,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,8,2.081126167973928,2.094754810115193,2.4319023188484157,0.01474337856313018,0.015,9.453125,0.234375,9.453125,9.6875,bounded_core_residence,escaped,True,False,1,0,0.0054827302297646985,0.012865174178093786,-0.01570968408500629,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,9,2.081126167973928,2.094754810115193,0.6440564577780407,0.009420444208725436,0.015,21.71875,0.15625,21.71875,21.875,bounded_core_residence,escaped,True,False,1,0,-0.01168870315399777,0.005171569742764618,-0.012262701744034741,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,10,2.081126167973928,2.094754810115193,1.4868888505501965,0.007404897092460587,0.015,18.59375,0.15625,18.59375,18.75,bounded_core_residence,escaped,True,False,1,0,-0.005282517328893669,0.007901570405816096,-0.013765634629097221,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,11,2.081126167973928,2.094754810115193,6.179481071344482,0.010159416073228077,0.015,9.921875,0.234375,9.921875,10.15625,bounded_core_residence,escaped,True,False,1,0,-0.015554694746359853,0.006722067186478654,-0.006409291617409609,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,12,2.081126167973928,2.094754810115193,6.058982556986765,0.009196004020372097,0.015,10.0,0.15625,10.0,10.15625,bounded_core_residence,escaped,True,False,1,0,-0.014811142011636705,0.007711830150890237,-0.005542944883151034,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,13,2.081126167973928,2.094754810115193,1.8625221181792913,0.010964094821802998,0.015,10.46875,0.15625,10.46875,10.625,bounded_core_residence,escaped,True,False,1,0,-0.001251905367708305,0.008469305690999716,-0.016489844429957195,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,14,2.081126167973928,2.094754810115193,1.3130507512906573,0.013016136534278865,0.015,10.9375,0.15625,10.9375,11.09375,bounded_core_residence,escaped,True,False,1,0,-0.0063453117202752485,0.0043497504956031986,-0.018309464767642072,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,15,2.081126167973928,2.094754810115193,2.9370814481172913,0.009726125936752527,0.015,15.15625,0.15625,15.15625,15.3125,bounded_core_residence,escaped,True,False,1,0,0.0021800968943320714,0.015262112201249487,-0.009050559895684101,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,16,2.081126167973928,2.094754810115193,1.108805011749155,0.004861223959690308,0.015,36.25,0.15625,36.25,36.40625,bounded_core_residence,escaped,True,False,1,0,-0.007361101681373801,0.00840831357176338,-0.011124115394117532,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,17,2.081126167973928,2.094754810115193,5.404375736545979,0.005858727105581944,0.015,37.5,0.15625,37.5,37.65625,bounded_core_residence,escaped,True,False,1,0,-0.010887659004649932,0.011370442613244701,-0.0033906635744430343,0.43656351510033914,-0.7555224388958419,0.4884650873994115
0,18,2.081126167973928,2.094754810115193,5.8338159110155505,0.0016095554479348096,0.015,40.390625,0.234375,40.390625,40.625,two_core_entries,escaped,True,True,2,1,-0.00797459214285139,0.010903215523084445,-0.006716877261966299,0.43656351510033914,-0.7555224388958419,0.4884650873994115
