replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,25.0625,5.521877358045148,51488510.376628555
2,1,1.3384844104219924,0.8609172676841867,25,22.75625,6.334050723487169,40633663.58388646
3,2,1.5673420794615047,0.24216107092987377,25,26.28125,4.807915159097894,58347925.304721065
4,3,0.40060196789834845,1.0446245108769725,25,23.3375,8.19256264439227,53859183.18368515
5,4,1.146840186104423,0.13255032373604866,25,26.3625,6.292259474693887,65524183.35898252
6,5,0.9404099994359895,0.6007277038522987,25,29.1375,9.174989932797043,112233082.2031222
7,6,0.9259539759492723,0.5056439283308706,25,26.0,7.798163929867295,70738030.23392378
8,7,0.24976483536291105,0.9156687054618924,25,29.95625,4.496662173559963,91822365.17062823
9,8,0.8986655624347945,1.290641528889039,25,23.44375,7.392138895334466,50285721.36884411
10,9,1.3592910432132472,1.0202241064044864,25,25.9,6.944089400646183,66100052.188838385
