disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,24.731645765513665,22554271.672317844
1,25,68.42061505382038,62396864.10448204
2,25,34.98873500608194,31908326.776146486
3,25,19.725157652168413,17988554.772471506
4,25,125.43103054106626,114388082.6122308
5,25,35.443726356015645,32323260.687632028
6,25,74.39261563265697,67843089.75235786
7,25,15.67201887916711,14292254.337045237
8,25,18.744084693233862,17093855.476841554
9,25,56.27841131571974,51323659.98348377
10,25,51.101524077906575,46602545.89808768
11,25,33.96038794749114,30970515.39259402
12,25,76.11976566880476,69418181.49932319
13,25,153.94751949177956,140393979.87572327
14,25,14.748840204612756,13450352.312998649
15,25,29.35637811657041,26771842.58718755
16,25,78.14239212621374,71262735.92342187
17,25,86.8053384797599,79162996.48000184
18,25,28.31548332480945,25822588.172893226
19,25,10.270593897372247,9366370.810647596
20,25,101.4623433653492,92529598.65546386
21,25,131.8489528409206,120240971.03280593
22,25,10.67574006627565,9735847.91084074
23,25,93.35862818952431,85139334.56371859
24,25,99.17501608349174,90443647.66750112
