disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.29381247963611146,267945.2289289482
1,25,0.2098133913121711,191341.42034104757
2,25,0.34861477195292395,317922.7274301885
3,25,0.5123831504890457,467272.9379199901
4,25,2.40488880530029,2193162.3948816527
5,25,0.40926607070702936,373234.2858419825
6,25,0.7673917404720842,699830.571640922
7,25,0.2662204992141284,242782.4464633165
8,25,0.18116501460562073,165215.24671974187
9,25,0.1755762240471861,160118.49328207184
10,25,0.26396227830271574,240723.03932094463
11,25,0.20635735010169864,188189.6489987451
12,25,0.6182120179598134,563784.6318986315
13,25,0.6607639903584297,602590.3286472736
14,25,0.3352770450401078,305759.2539947767
15,25,0.24608315618265694,224417.99511233583
16,25,1.3843797673483813,1262498.9726310298
17,25,1.2992290229228918,1184844.8997447605
18,25,0.19804169354803683,180606.10284806768
19,25,0.24635085758016728,224662.12807880936
20,25,1.9057090058542157,1737930.3849788106
21,25,0.25591831122301906,233387.26310294445
22,25,0.24411333704002877,222621.59884702464
23,25,0.9097498967739486,829655.5158619701
24,25,0.2835056889008458,258545.84805001537
