disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,30,2.0740345480218925,1891436.5464140452
1,30,13.775930515368298,12563097.592795273
2,30,3.0338198281459468,2766722.3304759776
3,30,2.268184076136902,2068493.150073809
4,30,2.3799593116453077,2170427.693848055
5,30,2.858407424958287,2606753.2352649593
6,30,3.776337639460983,3443868.873682838
7,30,5.790852903269902,5281026.21366602
8,30,4.648617263656047,4239352.999763768
9,30,2.9712079678944345,2709622.8184010084
10,30,5.1467870881848325,4693663.95294104
11,30,2.5478149010466833,2323505.277158533
12,30,1.7332648154267036,1580668.1810765367
13,30,1.4424797738630328,1315483.8545721315
14,30,11.013224373363487,10043620.099532565
15,30,3.541098984627125,3229340.630020553
16,30,1.670965016986065,1523853.256890612
17,30,6.88778027719748,6281380.101593014
18,30,3.1958675797438074,2914503.3980231625
19,30,2.5133753083097066,2292097.74616612
20,30,6.883202731384722,6277205.5629136115
21,30,10.000107294995765,9119697.848744338
22,30,2.405236685122585,2193479.6473643924
23,30,2.722753494891802,2483042.2772015277
24,30,1.0463638639737503,954241.9893895013
25,30,9.149172452587152,8343679.309861379
26,30,1.0697026261640246,975526.0069565439
27,30,1.6045724718398788,1463305.911419096
28,30,5.52211818817686,5035950.902889769
29,30,10.723637233131164,9779528.211126296
