disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,12.447895016543427,11351982.339286944
1,25,23.301583745918805,21250112.312928114
2,25,12.572639825347178,11465744.615123613
3,25,9.02848236009119,8233614.773108761
4,25,21.227553010429933,19358679.24339168
5,25,16.733513401719872,15260294.881832454
6,25,12.815838067217662,11687531.683779819
7,25,8.707301764607593,7940710.91725154
8,25,14.835428304047777,13529317.196159411
9,25,13.815607085598376,12599281.037782295
10,25,8.782419563910338,8009215.345503672
11,25,11.565434690814218,10547213.820634935
12,25,23.375971805443918,21317951.247692633
13,25,16.660959939532002,15194129.026455605
14,25,7.885153078252559,7190944.201243204
15,25,7.189741413630178,6556756.579574177
16,25,20.783371221447787,18953603.219111525
17,25,15.492619833111931,14128649.583004756
18,25,31.05861983371038,28324218.94355052
19,25,7.969579643940714,7267937.852088173
20,25,23.092014435014903,21058993.48415619
21,25,29.129501213276427,26564939.92645957
22,25,9.066480108480302,8268267.199729697
23,25,19.90875806901866,18155991.00862226
24,25,12.43410167783069,11339403.366114475
