replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.8,5.530992519901679,49805857.27685167
2,1,1.3384844104219924,0.8609172676841867,25,22.48125,6.172751783713107,38287626.86568016
3,2,1.5673420794615047,0.24216107092987377,25,25.925,4.976123001917089,55935886.41423938
4,3,0.40060196789834845,1.0446245108769725,25,22.70625,7.786378204715913,47497796.55444136
5,4,1.146840186104423,0.13255032373604866,25,26.0,6.344660751536155,62782095.351393454
6,5,0.9404099994359895,0.6007277038522987,25,28.775,9.116184383190882,107857695.67945431
7,6,0.9259539759492723,0.5056439283308706,25,25.65625,7.68582192897795,67222043.28443834
8,7,0.24976483536291105,0.9156687054618924,25,29.55,4.78082446363421,88694144.03502084
9,8,0.8986655624347945,1.290641528889039,25,23.1125,7.277504848704441,47732674.1760297
10,9,1.3592910432132472,1.0202241064044864,25,25.6375,6.884451363247231,63805515.613373235
