replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,20.4375,5.7646862944063715,27281056.013746973
2,1,1.3384844104219924,0.8609172676841867,25,18.278125,5.201548966764211,17269377.04406362
3,2,1.5673420794615047,0.24216107092987377,25,22.3125,7.039058164538066,40527479.01203689
4,3,0.40060196789834845,1.0446245108769725,25,17.746875,7.701017079743428,25063488.920308523
5,4,1.146840186104423,0.13255032373604866,25,21.49375,7.23406564313365,37448874.32704969
6,5,0.9404099994359895,0.6007277038522987,25,23.95625,9.540607599067,65278115.19957647
7,6,0.9259539759492723,0.5056439283308706,25,20.8,7.512782076651099,35456034.43605471
8,7,0.24976483536291105,0.9156687054618924,25,23.375,8.372750203101827,54225685.37963616
9,8,0.8986655624347945,1.290641528889039,25,18.284375,6.863244566279312,22859653.418037195
10,9,1.3592910432132472,1.0202241064044864,25,21.378125,7.267125741065606,38310414.30413296
