velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2,capture_cross_section_sample_std_m2,capture_cross_section_disc_cluster_sem_m2,capture_cross_section_t95_lower_m2,capture_cross_section_t95_upper_m2,disc_count,student_t_critical_95
0.0,579,625,0.9263999999999999,0.0006548335727142564,4.943293794289101e-05,9.886587588578201e-06,0.0006344286588107804,0.0006752384866177324,25,2.0638985616280245
0.25,625,625,1.0,0.0007068583470577034,1.1065592085860339e-19,2.2131184171720676e-20,0.0007068583470577034,0.0007068583470577034,25,2.0638985616280245
0.5,625,625,1.0,0.0007068583470577034,1.1065592085860339e-19,2.2131184171720676e-20,0.0007068583470577034,0.0007068583470577034,25,2.0638985616280245
0.75,625,625,1.0,0.0007068583470577034,1.1065592085860339e-19,2.2131184171720676e-20,0.0007068583470577034,0.0007068583470577034,25,2.0638985616280245
1.0,625,625,1.0,0.0007068583470577034,1.1065592085860339e-19,2.2131184171720676e-20,0.0007068583470577034,0.0007068583470577034,25,2.0638985616280245
1.25,625,625,1.0,0.0007068583470577034,1.1065592085860339e-19,2.2131184171720676e-20,0.0007068583470577034,0.0007068583470577034,25,2.0638985616280245
1.5,625,625,1.0,0.0007068583470577034,1.1065592085860339e-19,2.2131184171720676e-20,0.0007068583470577034,0.0007068583470577034,25,2.0638985616280245
1.75,625,625,1.0,0.0007068583470577034,1.1065592085860339e-19,2.2131184171720676e-20,0.0007068583470577034,0.0007068583470577034,25,2.0638985616280245
2.0,623,625,0.9968,0.0007045964003471188,7.828808551163145e-06,1.565761710232629e-06,0.0007013648270055175,0.0007068583470577034,25,2.0638985616280245
2.25,620,625,0.992,0.0007012034802812418,1.1542948471456804e-05,2.308589694291361e-06,0.0006964387853318046,0.000705968175230679,25,2.0638985616280245
2.5,616,625,0.9856,0.0006966795868600725,1.6077466817397914e-05,3.215493363479583e-06,0.0006900431347322626,0.0007033160389878825,25,2.0638985616280245
2.75,605,625,0.9680000000000002,0.000684238879951857,2.4486291417161943e-05,4.897258283432388e-06,0.00067413143562476,0.000694346324278954,25,2.0638985616280245
3.0,590,625,0.9439999999999998,0.0006672742796224719,3.5577756596498745e-05,7.115551319299749e-06,0.0006525885034893787,0.0006819600557555651,25,2.0638985616280245
3.25,560,625,0.8959999999999998,0.0006333450789637021,4.964809864609183e-05,9.929619729218365e-06,0.000612851351087055,0.0006538388068403492,25,2.0638985616280245
3.5,520,625,0.832,0.0005881061447520092,8.941129439216489e-05,1.788225887843298e-05,0.0005511989763741515,0.000625013313129867,25,2.0638985616280245
3.75,468,625,0.7488,0.0005292955302768083,0.00010178760197630927,2.0357520395261854e-05,0.0004872796732147142,0.0005713113873389024,25,2.0638985616280245
4.0,432,625,0.6911999999999999,0.0004885804894862846,0.00011926720437368373,2.3853440874736746e-05,0.00043934940717503627,0.0005378115717975328,25,2.0638985616280245
4.25,382,625,0.6112,0.0004320318217216683,0.00014906054341775498,2.9812108683550995e-05,0.00037050265349058905,0.0004935609899527475,25,2.0638985616280245
4.5,336,625,0.5376,0.0003800070473782213,0.0001799515679958089,3.5990313599161775e-05,0.0003057266909083698,0.00045428740384807287,25,2.0638985616280245
4.75,287,625,0.45920000000000005,0.00032458935296889746,0.0001964201511559401,3.928403023118802e-05,0.00024351109947979665,0.00040566760645799826,25,2.0638985616280245
5.0,266,625,0.42560000000000003,0.0003008389125077586,0.00020156909917425474,4.0313819834850945e-05,0.0002176352777368784,0.00038404254727863877,25,2.0638985616280245
5.25,229,625,0.36639999999999995,0.0002589928983619425,0.00020947827914043825,4.189565582808765e-05,0.00017252451455988964,0.0003454612821639953,25,2.0638985616280245
5.5,214,625,0.3424,0.00024202829803255763,0.0002076255268675653,4.152510537351306e-05,0.00015632469278071187,0.0003277319032844034,25,2.0638985616280245
5.75,199,625,0.3184,0.00022506369770317278,0.00020720798210926858,4.1441596421853716e-05,0.0001395324464565398,0.00031059494894980575,25,2.0638985616280245
6.0,181,625,0.28959999999999997,0.0002047061773079109,0.0002034442621471158,4.0688852429423164e-05,0.00012072851330452947,0.0002886838413112923,25,2.0638985616280245
6.25,171,625,0.2736,0.00019339644375498765,0.00020367335506190953,4.073467101238191e-05,0.00010932421484414184,0.00027746867266583347,25,2.0638985616280245
6.5,159,625,0.2544,0.00017982476349147976,0.0001965489935123046,3.930979870246092e-05,9.869332649158348e-05,0.000260956200491376,25,2.0638985616280245
6.75,148,625,0.23679999999999998,0.00016738405658326417,0.00018930435493189112,3.786087098637822e-05,8.924305941249394e-05,0.0002455250537540344,25,2.0638985616280245
7.0,136,625,0.21760000000000002,0.00015381237631975628,0.00018050602846794974,3.610120569358995e-05,7.930314981571854e-05,0.000228321602823794,25,2.0638985616280245
7.25,128,625,0.2048,0.00014476458947741767,0.00017416469464949562,3.483293892989912e-05,7.287293692272205e-05,0.00021665624203211328,25,2.0638985616280245
7.5,112,625,0.17920000000000003,0.00012666901579274048,0.00016162601159729002,3.232520231945801e-05,5.995307722127621e-05,0.00019338495436420475,25,2.0638985616280245
7.75,103,625,0.1648,0.00011649025559510952,0.00015621836005539683,3.1243672011079364e-05,5.2006485871465053e-05,0.000180974025318754,25,2.0638985616280245
8.0,87,625,0.1392,9.839468191043232e-05,0.00014626332320723896,2.9252664641447792e-05,3.8020149433161244e-05,0.0001587692143877034,25,2.0638985616280245
8.25,82,625,0.13119999999999998,9.273981513397068e-05,0.00014635439059867042,2.9270878119734085e-05,3.232769188506229e-05,0.00015315193838287908,25,2.0638985616280245
8.5,79,625,0.1264,8.934689506809372e-05,0.0001381975860154728,2.7639517203094562e-05,3.230173526853382e-05,0.00014639205486765362,25,2.0638985616280245
8.75,77,625,0.1232,8.708494835750907e-05,0.0001363143532500336,2.7262870650006718e-05,3.081714883710932e-05,0.00014335274787790882,25,2.0638985616280245
9.0,68,625,0.10880000000000001,7.690618815987814e-05,0.00012995945224341388,2.5991890448682775e-05,2.326156284884857e-05,0.00013055081347090772,25,2.0638985616280245
9.25,68,625,0.10880000000000001,7.690618815987814e-05,0.00013148831965483586,2.6297663930967173e-05,2.2630477398577808e-05,0.00013118189892117848,25,2.0638985616280245
9.5,63,625,0.10080000000000001,7.125132138341652e-05,0.00012408535385759054,2.4817070771518108e-05,2.0031404714259405e-05,0.0001224712380525736,25,2.0638985616280245
9.75,57,625,0.0912,6.446548125166256e-05,0.00011442084134496235,2.288416826899247e-05,1.7234879277235323e-05,0.0001116960832260898,25,2.0638985616280245
10.0,54,625,0.08639999999999999,6.107256118578557e-05,0.0001127078929294577,2.254157858589154e-05,1.4549029565538947e-05,0.0001075960928060322,25,2.0638985616280245
10.25,47,625,0.0752,5.3155747698739296e-05,0.00010557854851547417,2.1115709703094832e-05,9.575064814766952e-06,9.673643058271165e-05,25,2.0638985616280245
10.5,46,625,0.0736,5.202477434344697e-05,0.00010600675862904371,2.1201351725808742e-05,8.267335011980472e-06,9.578221367491347e-05,25,2.0638985616280245
10.75,45,625,0.072,5.0893800988154644e-05,0.00010128896176253555,2.025779235250711e-05,9.083772490056027e-06,9.270382948625325e-05,25,2.0638985616280245
11.0,40,625,0.064,4.523893421169302e-05,9.198216334069258e-05,1.8396432668138515e-05,7.270563288835135e-06,8.32073051345509e-05,25,2.0638985616280245
11.25,37,625,0.059199999999999996,4.184601414581604e-05,9.27467110565838e-05,1.854934221131676e-05,3.5620534367333817e-06,8.01299748548987e-05,25,2.0638985616280245
11.5,34,625,0.054400000000000004,3.845309407993907e-05,8.973853695611964e-05,1.794770739122393e-05,1.41084661067134e-06,7.54953415492068e-05,25,2.0638985616280245
11.75,27,625,0.043199999999999995,3.0536280592892786e-05,8.596203528965339e-05,1.7192407057930678e-05,0.0,6.601966479067941e-05,25,2.0638985616280245
12.0,27,625,0.043199999999999995,3.0536280592892786e-05,8.596203528965339e-05,1.7192407057930678e-05,0.0,6.601966479067941e-05,25,2.0638985616280245
12.25,25,625,0.04,2.8274333882308137e-05,8.038733408698945e-05,1.607746681739789e-05,0.0,6.145659452135794e-05,25,2.0638985616280245
12.5,23,625,0.0368,2.6012387171723485e-05,7.99385643199158e-05,1.598771286398316e-05,0.0,5.90094047554202e-05,25,2.0638985616280245
12.75,21,625,0.033600000000000005,2.3750440461138836e-05,7.239922790592831e-05,1.4479845581185663e-05,0.0,5.363537292874383e-05,25,2.0638985616280245
13.0,18,625,0.028800000000000003,2.035752039526186e-05,6.756323505833508e-05,1.3512647011667015e-05,0.0,4.8246253126428636e-05,25,2.0638985616280245
13.25,18,625,0.028800000000000003,2.035752039526186e-05,6.756323505833508e-05,1.3512647011667015e-05,0.0,4.8246253126428636e-05,25,2.0638985616280245
13.5,18,625,0.028800000000000003,2.035752039526186e-05,6.756323505833508e-05,1.3512647011667015e-05,0.0,4.8246253126428636e-05,25,2.0638985616280245
13.75,17,625,0.027200000000000002,1.9226547039969535e-05,6.766176688122554e-05,1.3532353376245109e-05,0.0,4.715595170864396e-05,25,2.0638985616280245
14.0,16,625,0.0256,1.809557368467721e-05,6.316007760346964e-05,1.2632015520693929e-05,0.0,4.416677234830029e-05,25,2.0638985616280245
14.25,14,625,0.022400000000000003,1.583362697409256e-05,5.480165985814191e-05,1.0960331971628382e-05,0.0,3.8454640365302026e-05,25,2.0638985616280245
14.5,13,625,0.0208,1.470265361880023e-05,5.10506389592888e-05,1.021012779185776e-05,0.0,3.5775321682453775e-05,25,2.0638985616280245
14.75,12,625,0.0192,1.3571680263507904e-05,4.697285130697876e-05,9.394570261395751e-06,0.0,3.296112031311601e-05,25,2.0638985616280245
15.0,12,625,0.0192,1.3571680263507904e-05,4.697285130697876e-05,9.394570261395751e-06,0.0,3.296112031311601e-05,25,2.0638985616280245
15.25,11,625,0.017599999999999998,1.2440706908215578e-05,4.325141405991805e-05,8.65028281198361e-06,0.0,3.0294013161544173e-05,25,2.0638985616280245
15.5,10,625,0.016,1.1309733552923255e-05,3.998594644342529e-05,7.997189288685058e-06,0.0,2.781512102290739e-05,25,2.0638985616280245
15.75,9,625,0.0144,1.0178760197630929e-05,3.5465227827758666e-05,7.093045565551733e-06,0.0,2.481808673793519e-05,25,2.0638985616280245
16.0,7,625,0.0112,7.916813487046278e-06,2.770307633149626e-05,5.5406152662992526e-06,0.0,1.935208136569558e-05,25,2.0638985616280245
16.25,7,625,0.0112,7.916813487046278e-06,2.770307633149626e-05,5.5406152662992526e-06,0.0,1.935208136569558e-05,25,2.0638985616280245
16.5,7,625,0.0112,7.916813487046278e-06,2.770307633149626e-05,5.5406152662992526e-06,0.0,1.935208136569558e-05,25,2.0638985616280245
16.75,7,625,0.0112,7.916813487046278e-06,2.770307633149626e-05,5.5406152662992526e-06,0.0,1.935208136569558e-05,25,2.0638985616280245
17.0,6,625,0.009600000000000001,6.785840131753954e-06,2.486427195162242e-05,4.972854390324484e-06,0.0,1.704930715513026e-05,25,2.0638985616280245
17.25,6,625,0.009600000000000001,6.785840131753954e-06,2.486427195162242e-05,4.972854390324484e-06,0.0,1.704930715513026e-05,25,2.0638985616280245
17.5,6,625,0.009600000000000001,6.785840131753954e-06,2.486427195162242e-05,4.972854390324484e-06,0.0,1.704930715513026e-05,25,2.0638985616280245
17.75,6,625,0.009600000000000001,6.785840131753954e-06,2.486427195162242e-05,4.972854390324484e-06,0.0,1.704930715513026e-05,25,2.0638985616280245
18.0,6,625,0.009600000000000001,6.785840131753954e-06,2.486427195162242e-05,4.972854390324484e-06,0.0,1.704930715513026e-05,25,2.0638985616280245
18.25,6,625,0.009600000000000001,6.785840131753954e-06,2.486427195162242e-05,4.972854390324484e-06,0.0,1.704930715513026e-05,25,2.0638985616280245
18.5,5,625,0.008,5.6548667764616275e-06,2.308589694291355e-05,4.61717938858271e-06,0.0,1.5184256675336044e-05,25,2.0638985616280245
18.75,5,625,0.008,5.6548667764616275e-06,2.308589694291355e-05,4.61717938858271e-06,0.0,1.5184256675336044e-05,25,2.0638985616280245
19.0,4,625,0.0064,4.523893421169302e-06,2.261946710584651e-05,4.523893421169302e-06,0.0,1.3860750546079106e-05,25,2.0638985616280245
19.25,3,625,0.0048,3.392920065876976e-06,1.6964600329384882e-05,3.3929200658769764e-06,0.0,1.0395562909559329e-05,25,2.0638985616280245
19.5,3,625,0.0048,3.392920065876976e-06,1.6964600329384882e-05,3.3929200658769764e-06,0.0,1.0395562909559329e-05,25,2.0638985616280245
19.75,3,625,0.0048,3.392920065876976e-06,1.6964600329384882e-05,3.3929200658769764e-06,0.0,1.0395562909559329e-05,25,2.0638985616280245
20.0,3,625,0.0048,3.392920065876976e-06,1.6964600329384882e-05,3.3929200658769764e-06,0.0,1.0395562909559329e-05,25,2.0638985616280245
20.25,1,625,0.0016,1.1309733552923255e-06,5.6548667764616275e-06,1.1309733552923255e-06,0.0,3.4651876365197766e-06,25,2.0638985616280245
20.5,1,625,0.0016,1.1309733552923255e-06,5.6548667764616275e-06,1.1309733552923255e-06,0.0,3.4651876365197766e-06,25,2.0638985616280245
20.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
21.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
21.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
21.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
21.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
22.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
22.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
22.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
22.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
23.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
23.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
23.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
23.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
24.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
24.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
24.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
24.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
25.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
25.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
25.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
25.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
26.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
26.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
26.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
26.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
27.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
27.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
27.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
27.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
28.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
28.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
28.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
28.75,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
29.0,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
29.25,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
29.5,0,625,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0638985616280245
