replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,15.0875,5.502653464442367,10822985.316126725
2,1,1.3384844104219924,0.8609172676841867,25,13.596875,4.839520582935489,6855715.951750841
3,2,1.5673420794615047,0.24216107092987377,25,17.02421875,8.335456984451929,23436989.146618184
4,3,0.40060196789834845,1.0446245108769725,25,12.51875,6.3488392327152665,8929170.94771457
5,4,1.146840186104423,0.13255032373604866,25,17.05625,8.22565482488641,23488723.956149187
6,5,0.9404099994359895,0.6007277038522987,25,18.49375,9.885964788764296,36049065.151184216
7,6,0.9259539759492723,0.5056439283308706,25,15.15,7.531331042095083,16780396.972713504
8,7,0.24976483536291105,0.9156687054618924,25,17.1609375,9.137429885838785,28227101.899063867
9,8,0.8986655624347945,1.290641528889039,25,13.234375,6.688172303628312,10212323.898374932
10,9,1.3592910432132472,1.0202241064044864,25,16.084375,7.026558041007407,18100319.286003057
