disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.0015376890845311998,1402.310937529073
1,25,0.008043318829300494,7335.185039568878
2,25,0.0008593592611658902,783.7012718128452
3,25,0.0030788222113919813,2807.7627039010313
4,25,0.1259770231218193,114886.00600617433
5,25,0.0010324201048612868,941.5258388292991
6,25,0.005065938882964534,4619.933623708336
7,25,0.001429233953317953,1303.4041960678405
8,25,0.0009421908552842623,859.2403723850359
9,25,0.0024618168489760495,2245.0784935921984
10,25,0.00367791147475917,3354.1081485213726
11,25,0.002709637636505133,2471.081138987221
12,25,0.006733213941594461,6140.421786176485
13,25,0.0008624445366906489,786.5149196804042
14,25,0.001092498639422066,996.3150592073473
15,25,0.004962674656235487,4525.760779500515
16,25,0.01138274894238159,10380.611725494315
17,25,0.21349378400500071,194697.79126120044
18,25,0.00155149453097443,1414.9009524674411
19,25,0.0007628343684580815,695.674430659032
20,25,0.018844881789945887,17185.77839715905
21,25,0.03068344116988927,27982.07100929222
22,25,0.0011446269148258645,1043.8539612445954
23,25,0.00523065974665172,4770.1524625565025
24,25,0.007317221082906857,6673.012938767737
