replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,26.375,4.55632430209191,57631672.4537798
2,1,1.3384844104219924,0.8609172676841867,25,25.3875,6.050884222144038,56360536.74977162
3,2,1.5673420794615047,0.24216107092987377,25,27.54375,3.3673959477242947,63668780.35624432
4,3,0.40060196789834845,1.0446245108769725,25,25.93125,7.206931387632441,66552929.57024874
5,4,1.146840186104423,0.13255032373604866,25,27.90625,4.737150245444688,71914479.07129824
6,5,0.9404099994359895,0.6007277038522987,25,31.859375,8.077094852917156,139234126.6481687
7,6,0.9259539759492723,0.5056439283308706,25,28.78125,7.213071585164557,94025042.0665947
8,7,0.24976483536291105,0.9156687054618924,25,31.06875,2.9549019125006497,99652106.35729092
9,8,0.8986655624347945,1.290641528889039,25,25.94375,6.759126497974794,64981098.67498121
10,9,1.3592910432132472,1.0202241064044864,25,28.25,5.704730082352714,80507366.18874247
