Wavelength (nm),Differential Scalar Polarizability,Differential Vector Polarizability,Differential Tensor Polarizability
601.7000141667847,1.7666742144546199e-38,-1.4200865748081804e-38,1.5008687668193497e-39
601.7100142501188,1.766371600144203e-38,-1.4201425967657247e-38,1.5029840850720338e-39
601.7200143334528,1.7660686653370144e-38,-1.4201982973817947e-38,1.5051020913937667e-39
601.7300144167868,1.765765409215658e-38,-1.4202536759862443e-38,1.5072227917486994e-39
601.7400145001209,1.765461830961047e-38,-1.4203087319066775e-38,1.509346192116679e-39
601.7500145834549,1.7651579297523577e-38,-1.4203634644684486e-38,1.511472298493587e-39
601.7600146667888,1.7648537047670343e-38,-1.4204178729946513e-38,1.5136011168912098e-39
601.7700147501229,1.7645491551807809e-38,-1.4204719568061148e-38,1.5157326533374296e-39
601.7800148334569,1.7642442801675715e-38,-1.4205257152213879e-38,1.5178669138761157e-39
601.7900149167909,1.7639390788996225e-38,-1.420579147556739e-38,1.5200039045673017e-39
601.800015000125,1.763633550547404e-38,-1.4206322531261427e-38,1.5221436314871848e-39
601.810015083459,1.7633276942796152e-38,-1.4206850312412758e-38,1.5242861007282463e-39
601.820015166793,1.7630215092631962e-38,-1.420737481211508e-38,1.5264313183992266e-39
601.8300152501271,1.7627149946633053e-38,-1.420789602343893e-38,1.5285792906252848e-39
601.8400153334611,1.762408149643332e-38,-1.42084139394316e-38,1.5307300235479223e-39
601.8500154167951,1.762100973364875e-38,-1.4208928553117057e-38,1.532883523325137e-39
601.8600155001292,1.7617934649877325e-38,-1.4209439857495893e-38,1.5350397961315066e-39
601.8700155834632,1.7614856236699163e-38,-1.42099478455452e-38,1.5371988481581246e-39
601.8800156667972,1.7611774485676262e-38,-1.421045251021854e-38,1.5393606856127886e-39
601.8900157501313,1.7608689388352538e-38,-1.421095384444577e-38,1.541525314719981e-39
601.9000158334653,1.760560093625361e-38,-1.4211451841133088e-38,1.5436927417209802e-39
601.9100159167994,1.7602509120887078e-38,-1.4211946493162817e-38,1.545862972873816e-39
601.9200160001334,1.7599413933741998e-38,-1.421243779339343e-38,1.5480360144534932e-39
