Wavelength (nm),Differential Scalar Polarizability,Differential Vector Polarizability,Differential Tensor Polarizability
1529.1241100015625,-2.736912128590398e-34,-1.794934695562398e-34,9.876420438299174e-36
1529.1241150016335,-2.736975269489163e-34,-1.7949673497516634e-34,9.876064380903796e-36
1529.1241200017046,-2.7370384134814694e-34,-1.795000004981911e-34,9.875708268403152e-36
1529.1241250017756,-2.737101560565771e-34,-1.7950326612522458e-34,9.875352100799562e-36
1529.1241300018469,-2.7371647107458948e-34,-1.7950653185645528e-34,9.874995878065078e-36
1529.1241350019177,-2.7372278640185036e-34,-1.7950979769170113e-34,9.874639600212068e-36
1529.1241400019887,-2.7372910203838395e-34,-1.7951306363096521e-34,9.874283267232795e-36
1529.1241450020598,-2.737354179845733e-34,-1.79516329674436e-34,9.873926879099216e-36
1529.1241500021308,-2.737417342399053e-34,-1.795195958218388e-34,9.873570435833931e-36
1529.124155002202,-2.7374805080512106e-34,-1.7952286207354725e-34,9.873213937388617e-36
1529.124160002273,-2.73754367678991e-34,-1.7952612842891617e-34,9.872857383826383e-36
1529.1241650023435,-2.73760684862973e-34,-1.795293948886897e-34,9.872500775058449e-36
1529.1241700024148,-2.7376700235637464e-34,-1.7953266145250058e-34,9.872144111117525e-36
1529.1241750024858,-2.7377332015939985e-34,-1.7953592812044448e-34,9.871787391985685e-36
1529.1241800025568,-2.737796382722521e-34,-1.7953919489261733e-34,9.871430617644994e-36
1529.124185002628,-2.737859566945978e-34,-1.7954246176883698e-34,9.871073788107937e-36
1529.124190002699,-2.7379227542628188e-34,-1.7954572874901395e-34,9.8707169033768e-36
1529.12419500277,-2.737985944678667e-34,-1.7954899583342931e-34,9.870359963413445e-36
1529.124200002841,-2.738049138190182e-34,-1.79552263021901e-34,9.870002968230308e-36
1529.124205002912,-2.7381123348029882e-34,-1.7955553031471014e-34,9.869645917789225e-36
1529.124210002983,-2.7381755345047826e-34,-1.7955879771121116e-34,9.869288812153252e-36
1529.124215003054,-2.738238737308357e-34,-1.7956206521205603e-34,9.868931651243715e-36
1529.1242200031252,-2.738301943213958e-34,-1.7956533281724787e-34,9.86857443505282e-36
1529.124225003196,-2.738365152211073e-34,-1.7956860052623373e-34,9.868217163633507e-36
1529.124230003267,-2.738428364310706e-34,-1.7957186833957297e-34,9.867859836917206e-36
1529.124235003338,-2.7384915795059293e-34,-1.7957513625689795e-34,9.86750245493664e-36
1529.124240003409,-2.738554797802367e-34,-1.7957840427848994e-34,9.867145017653588e-36
1529.1242450034802,-2.7386180191966812e-34,-1.7958167240416664e-34,9.866787525080508e-36
1529.1242500035512,-2.7386812436927e-34,-1.7958494063411668e-34,9.866429977189321e-36
1529.1242550036222,-2.738744471281704e-34,-1.7958820896787973e-34,9.866072374022892e-36
1529.1242600036933,-2.738807701978285e-34,-1.7959147740620051e-34,9.865714715492322e-36
1529.1242650037643,-2.7388709357719284e-34,-1.7959474594852606e-34,9.86535700165059e-36
1529.1242700038354,-2.7389341726664663e-34,-1.7959801459504486e-34,9.864999232469634e-36
1529.1242750039064,-2.7389974126603516e-34,-1.7960128334566745e-34,9.864641407951783e-36
1529.1242800039774,-2.739060655753829e-34,-1.7960455220039696e-34,9.864283528089182e-36
1529.1242850040485,-2.739123901950731e-34,-1.7960782115942188e-34,9.863925592853738e-36
1529.1242900041193,-2.7391871512459213e-34,-1.7961109022246735e-34,9.863567602268066e-36
1529.1242950041903,-2.739250403643237e-34,-1.7961435938972198e-34,9.863209556304055e-36
1529.1243000042614,-2.7393136591465083e-34,-1.7961762866137439e-34,9.862851454933566e-36
1529.1243050043324,-2.7393769177452153e-34,-1.7962089803687117e-34,9.86249329820973e-36
1529.1243100044037,-2.739440179453962e-34,-1.7962416751695757e-34,9.862135086043427e-36
1529.1243150044745,-2.73950344426043e-34,-1.796274371009876e-34,9.861776818497906e-36
1529.1243200045456,-2.739566712166661e-34,-1.7963070678905703e-34,9.861418495555257e-36
1529.1243250046166,-2.739629983181872e-34,-1.7963397658163282e-34,9.861060117156803e-36
1529.1243300046876,-2.739693257299133e-34,-1.7963724647834714e-34,9.860701683335321e-36
1529.124335004759,-2.7397565345204825e-34,-1.7964051647929583e-34,9.860343194072897e-36
1529.1243400048295,-2.7398198148425774e-34,-1.796437865842967e-34,9.859984649381969e-36
1529.1243450049008,-2.739883098272843e-34,-1.7964705679372377e-34,9.859626049214037e-36
1529.1243500049716,-2.739946384798961e-34,-1.79650327106931e-34,9.859267393632457e-36
1529.1243550050426,-2.7400096744337424e-34,-1.7965359752457079e-34,9.858908682558229e-36
1529.1243600051137,-2.7400729671756373e-34,-1.7965686804655364e-34,9.85854991599361e-36
1529.1243650051847,-2.7401362630213028e-34,-1.7966013867269714e-34,9.858191093951205e-36
1529.1243700052555,-2.740199561972777e-34,-1.7966340940309714e-34,9.857832216412873e-36
1529.1243750053268,-2.74026286402672e-34,-1.796666802375714e-34,9.857473283391213e-36
1529.1243800053978,-2.740326169190557e-34,-1.7966995117649396e-34,9.857114294837627e-36
1529.1243850054689,-2.740389477459148e-34,-1.7967322221958997e-34,9.856755250774819e-36
1529.12439000554,-2.740452788832738e-34,-1.796764933668624e-34,9.856396151194956e-36
1529.124395005611,-2.740516103311575e-34,-1.7967976461831426e-34,9.856036996090176e-36
1529.124400005682,-2.7405794208977013e-34,-1.7968303597404174e-34,9.855677785442428e-36
1529.124405005753,-2.7406427415913606e-34,-1.79686307434048e-34,9.855318519243908e-36
1529.124410005824,-2.7407060653928003e-34,-1.7968957899833598e-34,9.8549591974867e-36
1529.124415005895,-2.7407693922986764e-34,-1.7969285066672347e-34,9.854599820183383e-36
1529.124420005966,-2.740832722316417e-34,-1.7969612243958467e-34,9.8542403872853e-36
1529.124425006037,-2.7408960554408813e-34,-1.796993943166444e-34,9.853880898815183e-36
1529.124430006108,-2.740959391675909e-34,-1.7970266629809148e-34,9.853521354744763e-36
1529.124435006179,-2.7410227310145596e-34,-1.7970593838355777e-34,9.853161755107036e-36
1529.12444000625,-2.741086073466064e-34,-1.797092105735105e-34,9.852802099843054e-36
1529.1244450063211,-2.741149419019886e-34,-1.7971248286739592e-34,9.852442389006231e-36
1529.1244500063922,-2.741212767687054e-34,-1.7971575526577417e-34,9.852082622527463e-36
1529.1244550064632,-2.7412761194642216e-34,-1.797190277684626e-34,9.851722800419302e-36
1529.1244600065345,-2.741339474349837e-34,-1.7972230037537173e-34,9.851362922684071e-36
1529.1244650066053,-2.7414028323477422e-34,-1.7972557308669033e-34,9.851002989293494e-36
1529.1244700066763,-2.7414661934545884e-34,-1.7972884590223569e-34,9.850643000260107e-36
1529.1244750067474,-2.741529557674218e-34,-1.7973211882219692e-34,9.850282955555659e-36
