replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,27.88125,2.3127639207504513,64322519.171256706
2,1,1.3384844104219924,0.8609172676841867,25,32.55,3.8091365799056094,123057266.90657136
3,2,1.5673420794615047,0.24216107092987377,25,27.375,2.4319347525427157,60031668.322592854
4,3,0.40060196789834845,1.0446245108769725,25,28.725,3.4671660234801274,75302452.09134278
5,4,1.146840186104423,0.13255032373604866,25,29.5125,2.7180764251810507,81073798.16780905
6,5,0.9404099994359895,0.6007277038522987,25,36.25625,4.174081130950909,188010448.4456442
7,6,0.9259539759492723,0.5056439283308706,25,34.53125,4.406739408399556,157231489.7117166
8,7,0.24976483536291105,0.9156687054618924,25,29.40625,2.0247291163984547,78499525.97895877
9,8,0.8986655624347945,1.290641528889039,25,31.98125,3.9202146219679945,115986871.03384402
10,9,1.3592910432132472,1.0202241064044864,25,31.8,2.6413183261394297,108750144.49866201
