replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,24.6,5.552938294085093,48549671.243877634
2,1,1.3384844104219924,0.8609172676841867,25,22.21875,5.882938729832084,35311593.58127577
3,2,1.5673420794615047,0.24216107092987377,25,25.65625,5.080728499273833,54477602.91770967
4,3,0.40060196789834845,1.0446245108769725,25,22.4125,7.77060118900344,45580324.551852964
5,4,1.146840186104423,0.13255032373604866,25,25.75,6.412122562397598,61326697.89281689
6,5,0.9404099994359895,0.6007277038522987,25,28.5125,9.109424135087611,104740663.9598411
7,6,0.9259539759492723,0.5056439283308706,25,25.39375,7.626045864065683,64666960.3082314
8,7,0.24976483536291105,0.9156687054618924,25,29.2125,5.016955301255102,86109193.57091783
9,8,0.8986655624347945,1.290641528889039,25,22.875,7.215891614823147,45725443.51946219
10,9,1.3592910432132472,1.0202241064044864,25,25.425,6.8397712464032745,61564973.91579411
