replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,19.11875,5.201208668625335,20518547.818382457
2,1,1.3384844104219924,0.8609172676841867,25,17.590625,4.593329239517256,14124803.325427057
3,2,1.5673420794615047,0.24216107092987377,25,20.21875,6.368185951878944,27475828.529368132
4,3,0.40060196789834845,1.0446245108769725,25,15.9875,6.494833433439614,15323131.432428055
5,4,1.146840186104423,0.13255032373604866,25,20.7125,6.967459475049592,31645844.26718934
6,5,0.9404099994359895,0.6007277038522987,25,22.4,7.9058073822085575,44286041.818058155
7,6,0.9259539759492723,0.5056439283308706,25,19.509375,6.515422034208848,25357358.08844616
8,7,0.24976483536291105,0.9156687054618924,25,20.8125,7.623761853026802,35190959.3109976
9,8,0.8986655624347945,1.290641528889039,25,17.00625,6.083839430289204,16729680.719374983
10,9,1.3592910432132472,1.0202241064044864,25,20.275,5.763500342492978,26321018.528531883
