replicate_index,disc_index,theta_rad,phi_rad,point_count,capture_velocity_mean_m_per_s,capture_velocity_sample_std_m_per_s,loading_rate_atoms_per_s
1,0,1.457732450100625,1.2321308014259056,25,23.46875,5.640711564432718,41859313.98342409
2,1,1.3384844104219924,0.8609172676841867,25,21.125,5.400617248673217,28487730.135500874
3,2,1.5673420794615047,0.24216107092987377,25,24.2625,5.625455710706912,46596452.293097004
4,3,0.40060196789834845,1.0446245108769725,25,21.09375,7.842650155294021,38860691.74043144
5,4,1.146840186104423,0.13255032373604866,25,24.4375,6.614685858785484,52058797.168248825
6,5,0.9404099994359895,0.6007277038522987,25,27.06875,8.8749312277265,86793224.72260064
7,6,0.9259539759492723,0.5056439283308706,25,24.01875,7.339388110635768,52729490.96535682
8,7,0.24976483536291105,0.9156687054618924,25,27.3125,6.233865893999886,73261392.34120107
9,8,0.8986655624347945,1.290641528889039,25,21.48125,6.890093516917967,36573548.98823068
10,9,1.3592910432132472,1.0202241064044864,25,24.21875,6.550242769435471,51275800.80303836
