disc_index,point_count,loading_integral_m6_per_s4,loading_rate_atoms_per_s
0,25,0.4930563121933793,449647.6344678742
1,25,0.4020328404532104,366637.86917970976
2,25,0.5284563369698423,481931.0410630174
3,25,0.804711007607006,733864.2504972852
4,25,3.435405646922974,3132952.5337678753
5,25,0.6614246005590252,603192.7787258086
6,25,1.2029808488708742,1097070.4149362824
7,25,0.40515780174962085,369487.70888358424
8,25,0.29820414138175033,271950.24877450103
9,25,0.32774387064169724,298889.3002704022
10,25,0.4184681782205328,381626.2398099971
11,25,0.38924592408240477,354976.7129261899
12,25,0.9920987004357803,904754.3308494142
13,25,1.0562013720815957,963213.403283532
14,25,0.557555850924854,508468.6338094299
15,25,0.38662915532263253,352590.32448802795
16,25,2.0385006190351014,1859031.024535251
17,25,1.9186966253100608,1749774.5744177632
18,25,0.36992491919382386,337356.7293079996
19,25,0.4407678161415372,401962.61760843627
20,25,2.6716418756962232,2436430.524959928
21,25,0.4553845429979427,415292.4878324038
22,25,0.42535881481092763,387910.22475497355
23,25,1.407692568508144,1283759.314776687
24,25,0.46533999881235233,424371.46531691286
